100.5 NA NA NA NA NA NA NA NA NA
296.52 NA NA NA NA NA NA NA NA NA
492.54 NA NA NA NA NA NA NA NA NA
691.11 NA NA NA NA NA NA NA NA NA
887.13 NA NA NA NA NA NA NA NA NA
1083.15 NA NA NA NA NA NA NA NA NA
1279.17 NA NA NA NA NA NA NA NA NA
1475.19 NA NA NA NA NA NA NA NA NA
1671.21 NA NA NA NA NA NA NA NA NA
1867.23 NA NA NA NA NA NA NA NA NA
2063.25 NA NA NA NA NA NA NA NA NA
2259.27 NA NA NA NA NA NA NA NA NA
2455.29 NA NA NA NA NA NA NA NA NA
2651.31 NA NA NA NA NA NA NA NA NA
2847.33 NA NA NA NA NA NA NA NA NA
3043.0364583333335 3050.875 NA NA NA NA NA NA NA NA
3229.1453488372094 3278.0714285714284 NA NA NA NA NA NA NA NA
3419.110465116279 3488.1785714285716 NA NA NA NA NA NA NA NA
3611.902298850575 3680.8076923076924 NA NA NA NA NA NA NA NA
3804.2758620689656 3887.576923076923 NA NA NA NA NA NA NA NA
3995.6686390532545 4069.967741935484 NA NA NA NA NA NA NA NA
4185.802469135802 4256.6578947368425 NA NA NA NA NA NA NA NA
4382.5 4441.466666666666 NA NA NA NA NA NA NA NA
4574.290909090909 4626.4857142857145 NA NA NA NA NA NA NA NA
4764.40243902439 4854.083333333333 NA NA NA NA NA NA NA NA
4963.135294117647 5026.4 NA NA NA NA NA NA NA NA
5154.994047619048 5231.5 NA NA NA NA NA NA NA NA
5350.19526627219 5409.032258064516 NA NA NA NA NA NA NA NA
5545.825581395349 5585.607142857143 NA NA NA NA NA NA NA NA
5738.12865497076 5794.551724137931 NA NA NA NA NA NA NA NA
5931.888235294117 5975.233333333334 NA NA NA NA NA NA NA NA
6123.309523809524 6168.0625 NA NA NA NA NA NA NA NA
6316.541666666667 6369.9375 NA NA NA NA NA NA NA NA
6509.209580838324 6557.424242424242 NA NA NA NA NA NA NA NA
6702.753012048192 6754.85294117647 NA NA NA NA NA NA NA NA
6894.551515151516 6946.771428571428 NA NA NA NA NA NA NA NA
7087.323170731707 7134.25 NA NA NA NA NA NA NA NA
7280.823170731707 7336.083333333333 NA NA NA NA NA NA NA NA
7477.174698795181 7510.558823529412 NA NA NA NA NA NA NA NA
7672.369047619048 7688.375 NA NA NA NA NA NA NA NA
7869.274853801169 7874.0 NA NA NA NA NA NA NA NA
8062.288235294118 7943.0 8214.461538461539 NA NA NA NA NA NA NA
8252.778443113772 7879.2 8427.041666666666 NA NA NA NA NA NA NA
