200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
187 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0
102 98 0 0 0 0 0 0 0 0 0 0 0 0 0 0
73 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0
93 107 0 0 0 0 0 0 0 0 0 0 0 0 0 0
96 104 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70 100 30 0 0 0 0 0 0 0 0 0 0 0 0 0
81 82 37 0 0 0 0 0 0 0 0 0 0 0 0 0
31 116 53 0 0 0 0 0 0 0 0 0 0 0 0 0
69 93 38 0 0 0 0 0 0 0 0 0 0 0 0 0
82 61 57 0 0 0 0 0 0 0 0 0 0 0 0 0
41 92 67 0 0 0 0 0 0 0 0 0 0 0 0 0
49 70 81 0 0 0 0 0 0 0 0 0 0 0 0 0
80 96 25 0 0 0 0 0 0 0 0 0 0 0 0 0
66 82 40 13 0 0 0 0 0 0 0 0 0 0 0 0
55 76 43 27 0 0 0 0 0 0 0 0 0 0 0 0
54 55 39 52 0 0 0 0 0 0 0 0 0 0 0 0
71 31 42 55 0 0 0 0 0 0 0 0 0 0 0 0
67 26 42 50 14 0 0 0 0 0 0 0 0 0 0 0
33 34 66 40 27 0 0 0 0 0 0 0 0 0 0 0
21 42 71 24 39 3 0 0 0 0 0 0 0 0 0 0
24 45 52 31 32 17 0 0 0 0 0 0 0 0 0 0
29 39 45 32 31 24 0 0 0 0 0 0 0 0 0 0
26 32 33 29 55 26 0 0 0 0 0 0 0 0 0 0
30 19 32 38 50 31 0 0 0 0 0 0 0 0 0 0
36 46 38 42 9 23 6 0 0 0 0 0 0 0 0 0
31 31 50 33 17 18 18 2 0 0 0 0 0 0 0 0
25 26 64 25 22 14 10 15 0 0 0 0 0 0 0 0
25 29 37 33 22 26 16 11 0 0 0 0 0 0 0 0
26 31 32 24 25 27 19 17 0 0 0 0 0 0 0 0
26 28 29 26 24 27 19 22 0 0 0 0 0 0 0 0
25 29 23 26 25 26 23 23 0 0 0 0 0 0 0 0
19 29 34 25 23 26 19 24 0 0 0 0 0 0 0 0
19 27 34 25 22 26 21 26 0 0 0 0 0 0 0 0
20 28 30 26 24 22 22 27 0 0 0 0 0 0 0 0
18 27 38 29 23 17 22 25 0 0 0 0 0 0 0 0
18 25 33 33 22 19 24 26 0 0 0 0 0 0 0 0
22 26 31 28 23 22 22 25 0 0 0 0 0 0 0 0
23 24 30 29 26 17 23 27 0 0 0 0 0 0 0 0
26 23 27 27 24 23 24 24 0 0 0 0 0 0 0 0
27 24 26 26 25 25 23 24 0 0 0 0 0 0 0 0
28 24 26 22 24 26 25 26 0 0 0 0 0 0 0 0
27 24 28 23 23 25 23 27 0 0 0 0 0 0 0 0
28 25 32 21 21 28 20 26 0 0 0 0 0 0 0 0
29 25 35 14 20 28 24 27 0 0 0 0 0 0 0 0
30 24 28 15 21 32 26 24 0 0 0 0 0 0 0 0
31 23 31 21 22 23 25 23 0 0 0 0 0 0 0 0
26 21 28 25 21 31 26 21 0 0 0 0 0 0 0 0
27 22 27 26 23 27 27 22 0 0 0 0 0 0 0 0
28 20 28 28 21 26 28 21 0 0 0 0 0 0 0 0
29 20 39 24 23 23 23 20 0 0 0 0 0 0 0 0
27 23 37 26 20 24 23 21 0 0 0 0 0 0 0 0
18 18 31 31 21 34 26 23 0 0 0 0 0 0 0 0
23 27 17 31 22 33 24 24 0 0 0 0 0 0 0 0
25 26 23 29 23 28 24 22 0 0 0 0 0 0 0 0
21 26 27 29 30 21 22 23 0 0 0 0 0 0 0 0
24 26 26 27 27 24 24 22 0 0 0 0 0 0 0 0
26 24 24 28 25 23 26 25 0 0 0 0 0 0 0 0
27 23 25 26 23 26 25 24 0 0 0 0 0 0 0 0
28 22 27 27 24 23 26 23 0 0 0 0 0 0 0 0
29 24 26 26 22 25 25 21 0 0 0 0 0 0 0 0
27 23 27 25 21 26 26 25 0 0 0 0 0 0 0 0
28 25 26 26 22 24 25 24 0 0 0 0 0 0 0 0
29 26 25 25 24 23 23 23 0 0 0 0 0 0 0 0
28 25 26 26 23 24 25 22 0 0 0 0 0 0 0 0
27 25 27 25 24 25 25 21 0 0 0 0 0 0 0 0
26 26 26 27 26 24 22 22 0 0 0 0 0 0 0 0
25 25 27 28 27 25 20 23 0 0 0 0 0 0 0 0
26 23 25 27 26 26 23 24 0 0 0 0 0 0 0 0
25 25 26 26 25 27 22 21 0 0 0 0 0 0 0 0
26 24 27 27 24 26 23 20 0 0 0 0 0 0 0 0
25 26 28 26 24 25 24 21 0 0 0 0 0 0 0 0
26 27 25 27 26 26 25 19 0 0 0 0 0 0 0 0
24 26 26 26 27 27 23 21 0 0 0 0 0 0 0 0
25 27 25 25 25 26 25 22 0 0 0 0 0 0 0 0
26 28 23 25 24 27 25 21 0 0 0 0 0 0 0 0
27 27 26 24 24 26 23 23 0 0 0 0 0 0 0 0
31 30 0 27 28 30 28 28 0 0 0 0 0 0 0 0
32 31 0 28 27 27 30 27 0 0 0 0 0 0 0 0
39 32 0 32 0 32 37 28 0 0 0 0 0 0 0 0
0 40 0 42 0 40 43 34 0 0 0 0 0 0 0 0
0 41 0 40 0 39 42 37 0 0 0 0 0 0 0 0
0 38 0 41 0 41 43 38 0 0 0 0 0 0 0 0
0 40 0 42 0 39 42 37 0 0 0 0 0 0 0 0
0 41 0 43 0 42 37 36 0 0 0 0 0 0 0 0
0 42 0 42 0 38 40 37 0 0 0 0 0 0 0 0
0 42 0 45 0 36 40 36 0 0 0 0 0 0 0 0
0 40 0 46 0 36 43 31 4 0 0 0 0 0 0 0
0 39 0 42 0 33 42 31 14 0 0 0 0 0 0 0
0 38 0 41 0 29 40 27 23 0 0 0 0 0 0 0
0 37 0 38 0 34 40 22 28 0 0 0 0 0 0 0
0 33 0 36 0 35 38 29 28 0 0 0 0 0 0 0
0 33 0 37 0 33 34 31 31 0 0 0 0 0 0 0
0 32 0 39 0 35 28 32 34 0 0 0 0 0 0 0
0 22 0 41 0 31 34 30 33 9 0 0 0 0 0 0
0 18 0 36 0 30 33 30 33 21 0 0 0 0 0 0
