100.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
297.26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
495.12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
692.88 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
891.91 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1088.63 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1282.2299465240642 1360.076923076923 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1513.0392156862745 1452.704081632653 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1722.2465753424658 1650.4960629921259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1850.4193548387098 1892.5327102803737 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2107.5520833333335 2030.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2296.885714285714 2226.02 2323.5666666666666 NA NA NA NA NA NA NA NA NA NA NA NA NA
2479.604938271605 2414.390243902439 2511.4324324324325 NA NA NA NA NA NA NA NA NA NA NA NA NA
2646.2580645161293 2678.6810344827586 2592.1509433962265 NA NA NA NA NA NA NA NA NA NA NA NA NA
2804.391304347826 2856.043010752688 2899.815789473684 NA NA NA NA NA NA NA NA NA NA NA NA NA
3069.939024390244 2997.2295081967213 3045.4210526315787 NA NA NA NA NA NA NA NA NA NA NA NA NA
3281.829268292683 3213.6739130434785 3234.820895522388 NA NA NA NA NA NA NA NA NA NA NA NA NA
3375.183673469388 3469.385714285714 3426.6666666666665 NA NA NA NA NA NA NA NA NA NA NA NA NA
3592.3875 3647.5833333333335 3634.64 NA NA NA NA NA NA NA NA NA NA NA NA NA
3852.090909090909 3823.731707317073 3754.25 3799.5384615384614 NA NA NA NA NA NA NA NA NA NA NA NA
4056.8545454545456 4020.3552631578946 3971.953488372093 3929.5185185185187 NA NA NA NA NA NA NA NA NA NA NA NA
4246.666666666667 4178.654545454546 4212.666666666667 4152.538461538462 NA NA NA NA NA NA NA NA NA NA NA NA
4344.957746478874 4417.225806451613 4460.047619047619 4383.109090909091 NA NA NA NA NA NA NA NA NA NA NA NA
4560.164179104478 4511.961538461538 4639.119047619048 4611.76 4520.642857142857 NA NA NA NA NA NA NA NA NA NA NA
4803.424242424242 4726.294117647059 4822.575757575758 4760.7 4689.333333333333 NA NA NA NA NA NA NA NA NA NA NA
4990.190476190476 4923.857142857143 5009.239436619719 4968.541666666667 4899.51282051282 5055.0 NA NA NA NA NA NA NA NA NA NA
5223.291666666667 5111.333333333333 5162.326923076923 5124.935483870968 5196.46875 5092.64705882353 NA NA NA NA NA NA NA NA NA NA
5285.172413793103 5370.076923076923 5397.466666666666 5307.8125 5345.8387096774195 5253.666666666667 NA NA NA NA NA NA NA NA NA NA
5458.7307692307695 5540.71875 5567.484848484848 5552.413793103448 5529.309090909091 5438.2307692307695 NA NA NA NA NA NA NA NA NA NA
5707.6 5700.315789473684 5760.1875 5660.631578947368 5753.36 5648.903225806452 NA NA NA NA NA NA NA NA NA NA
5844.75 5930.934782608696 5942.5526315789475 5890.309523809524 5902.777777777777 5856.130434782609 5941.0 NA NA NA NA NA NA NA NA NA
6017.419354838709 6121.645161290323 6127.12 6082.363636363636 6086.588235294118 6038.722222222223 6144.055555555556 6036.0 NA NA NA NA NA NA NA NA
6245.32 6234.5 6306.0625 6321.92 6262.590909090909 6202.285714285715 6307.9 6179.2 NA NA NA NA NA NA NA NA
6454.68 6419.793103448276 6524.0 6471.848484848485 6484.818181818182 6380.384615384615 6430.625 6357.909090909091 NA NA NA NA NA NA NA NA
6672.923076923077 6615.322580645161 6672.71875 6651.291666666667 6702.4 6586.2962962962965 6561.210526315789 6589.0 NA NA NA NA NA NA NA NA
6889.0 6755.0 6857.827586206897 6858.192307692308 6814.458333333333 6782.962962962963 6803.368421052632 6740.090909090909 NA NA NA NA NA NA NA NA
7071.36 6960.206896551724 7007.347826086957 7000.884615384615 7054.52 6936.192307692308 7014.608695652174 6952.347826086957 NA NA NA NA NA NA NA NA
7221.894736842105 7134.275862068966 7217.441176470588 7182.64 7220.478260869565 7117.423076923077 7217.1578947368425 7130.333333333333 NA NA NA NA NA NA NA NA
7398.631578947368 7307.925925925926 7452.970588235294 7362.64 7431.227272727273 7319.884615384615 7388.428571428572 7292.461538461538 NA NA NA NA NA NA NA NA
7561.2 7490.821428571428 7629.166666666667 7574.692307692308 7608.291666666667 7500.454545454545 7545.0 7465.185185185185 NA NA NA NA NA NA NA NA
7682.555555555556 7756.407407407408 7788.105263157895 7762.551724137931 7792.782608695652 7683.823529411765 7711.227272727273 7629.92 NA NA NA NA NA NA NA NA
7856.777777777777 7935.2 7993.787878787879 7942.0 7974.090909090909 7848.210526315789 7861.916666666667 7907.2307692307695 NA NA NA NA NA NA NA NA
8084.409090909091 8168.153846153846 8123.870967741936 8095.785714285715 8182.608695652174 8050.863636363636 8057.409090909091 8037.96 NA NA NA NA NA NA NA NA
8267.173913043478 8348.208333333334 8298.066666666668 8308.862068965518 8342.076923076924 8210.35294117647 8229.478260869566 8229.444444444445 NA NA NA NA NA NA NA NA
8405.5 8484.652173913044 8536.037037037036 8468.962962962964 8507.083333333334 8422.869565217392 8425.791666666666 8523.625 NA NA NA NA NA NA NA NA
8645.296296296296 8675.666666666666 8709.846153846154 8672.076923076924 8704.24 8583.72 8578.782608695652 8632.291666666666 NA NA NA NA NA NA NA NA
8786.17857142857 8922.708333333334 8907.73076923077 8806.09090909091 8860.958333333334 8760.26923076923 8853.36 8831.307692307691 NA NA NA NA NA NA NA NA
9018.703703703704 9100.666666666666 9089.964285714286 9038.04347826087 9026.04347826087 8936.92 9000.304347826086 8978.555555555555 NA NA NA NA NA NA NA NA
9197.32142857143 9279.56 9257.28125 9213.904761904761 9187.47619047619 9141.57142857143 9171.0 9148.461538461539 NA NA NA NA NA NA NA NA
9395.103448275862 9479.4 9437.542857142857 9416.285714285714 9431.55 9328.892857142857 9347.25 9346.222222222223 NA NA NA NA NA NA NA NA
9575.4 9643.25 9612.17857142857 9519.8 9632.952380952382 9518.78125 9556.076923076924 9538.25 NA NA NA NA NA NA NA NA
9748.0 9795.173913043478 9740.032258064517 9684.47619047619 9788.40909090909 9740.347826086956 9841.44 9699.304347826086 NA NA NA NA NA NA NA NA
9951.76923076923 9964.095238095239 9913.535714285714 9864.84 10000.380952380952 9912.41935483871 10015.038461538461 9882.333333333334 NA NA NA NA NA NA NA NA
10146.814814814816 10193.227272727272 10105.333333333334 10056.23076923077 10183.04347826087 10117.296296296296 10083.962962962964 10082.863636363636 NA NA NA NA NA NA NA NA
10298.32142857143 10337.6 10351.42857142857 10285.714285714286 10329.095238095239 10297.307692307691 10260.464285714286 10230.47619047619 NA NA NA NA NA NA NA NA
