-771.4 -781.1854999999981
-771.4 -779.2029999999978
-772.4 -778.8639999999979
-772.4 -777.6589999999976
-769.4 -773.2109999999976
-770.4 -774.2249999999974
-773.4 -776.1169999999975
-771.4 -774.3119999999974
-772.4 -777.3879999999976
-769.4 -774.0834999999976
-771.4 -774.8409999999977
-769.4 -772.3494999999975
-773.4 -778.5999999999976
-770.4 -777.3089999999974
-772.4 -775.2074999999973
-771.4 -774.4969999999975
-767.4 -776.0709999999976
-771.4 -775.9034999999977
-767.4 -772.2299999999979
-769.4 -772.9394999999975
-772.4 -774.8109999999973
-771.4 -773.001499999997
-769.4 -772.3254999999973
-769.4 -772.6274999999976
-771.4 -775.5154999999974
-769.4 -774.0859999999977
-773.4 -777.6659999999978
-773.4 -777.1939999999976
-771.4 -773.6949999999977
-771.4 -773.6614999999974
-770.4 -772.2954999999974
-771.4 -773.8289999999973
-772.4 -773.2019999999972
-771.4 -773.7774999999975
-774.4 -775.5319999999975
-772.4 -775.1109999999976
-773.4 -775.3349999999975
-768.4 -772.7524999999977
-770.4 -773.8164999999977
-773.4 -774.7249999999975
-771.4 -774.1294999999974
-771.4 -772.9539999999972
-770.4 -772.3224999999974
-773.4 -773.6854999999973
-771.4 -773.5034999999974
-770.4 -772.5354999999972
-770.4 -772.2724999999974
-772.4 -775.6449999999977
-771.4 -772.9674999999972
-773.4 -775.0199999999974
-768.4 -771.0984999999978
-770.4 -774.3869999999974
-771.4 -772.4279999999973
-772.4 -774.1564999999974
-772.4 -773.9459999999974
-771.4 -773.8144999999973
-771.4 -772.9534999999973
-774.4 -775.0899999999971
-774.4 -774.6044999999972
-772.4 -774.6699999999972
-770.4 -773.0194999999974
-770.4 -772.4049999999974
-773.4 -775.0919999999974
-771.4 -773.6909999999973
-770.4 -773.2324999999976
-770.4 -773.0139999999973
-772.4 -773.6124999999972
-771.4 -774.7974999999973
-770.4 -772.7504999999976
-773.4 -773.5954999999972
-772.4 -773.8999999999971
-772.4 -773.4694999999972
-768.4 -770.1124999999972
-772.4 -774.5924999999972
-771.4 -772.6424999999974
-772.4 -772.5479999999972
-768.4 -770.8379999999971
-769.4 -770.8849999999974
-770.4 -774.5114999999975
-769.4 -770.1144999999972
-771.4 -772.5379999999972
-768.4 -771.4854999999973
-770.4 -772.2619999999973
-771.4 -772.7574999999972
-771.4 -773.5624999999974
-774.4 -774.813999999997
-767.4 -769.4009999999973
-769.4 -772.1969999999972
-773.4 -774.0909999999972
-772.4 -773.2339999999972
-773.4 -774.9059999999971
-770.4 -773.3284999999976
-769.4 -772.6329999999973
-770.4 -774.6944999999974
-772.4 -774.9924999999973
-771.4 -773.2214999999974
-773.4 -775.4824999999973
-769.4 -772.3329999999972
-769.4 -773.1281407035152
-770.4 -771.629499999997
-772.4 -774.3854999999974
-772.4 -773.7319999999972
-770.4 -771.4766169154202
-772.4 -773.3929999999973
-768.4 -771.8025125628114
-769.4 -773.7229999999972
-770.4 -771.2374999999971
-773.4 -776.0269999999973
-771.4 -773.2304999999974
-771.4 -773.9629999999976
-770.4 -774.4199004975096
-771.4 -772.2174999999972
-770.4 -774.6849999999976
-770.4 -772.8233830845744
-771.4 -774.3689999999973
-773.4 -776.0214999999974
-771.4 -773.5119999999973
-771.4 -773.6736318407934
-771.4 -774.1439999999973
-769.4 -772.3115577889421
-770.4 -771.4338308457683
-769.4 -770.7542288557189
-772.4 -774.6736318407933
-773.4 -775.6164999999975
-769.4 -770.4594999999971
-769.4 -773.6219999999977
-772.4 -774.3084577114399
-771.4 -773.1544999999974
-770.4 -773.3236180904497
-769.4 -773.671356783917
-773.4 -774.5396984924597
-773.4 -775.9432160803991
-771.4 -773.3844221105503
-773.4 -774.2432160803992
-772.4 -774.8699999999973
-769.4 -772.2316582914547
-771.4 -773.0462686567139
-773.4 -774.5104999999971
-771.4 -771.8779999999973
-773.4 -775.6879999999974
-769.4 -770.3389999999973
-771.4 -774.1344999999975
-772.4 -774.1424999999971
-771.4 -774.2259999999972
-769.4 -772.2669999999978
-773.4 -774.2799999999971
-771.4 -774.5639999999976
-773.4 -774.3659999999971
-772.4 -773.7799999999974
-771.4 -775.2169999999974
-771.4 -773.5654999999974
-770.4 -772.8744999999974
-773.4 -775.8974999999974
-772.4 -772.9109999999971
-768.4 -770.9904999999974
-770.4 -776.1699999999976
-772.4 -773.5079999999973
-770.4 -773.6924999999973
-770.4 -772.8024999999973
-771.4 -773.8094999999972
-773.4 -775.3439999999974
-771.4 -772.5234999999973
-773.4 -773.9479999999973
-772.4 -775.8714999999976
-772.4 -773.3919999999972
-772.4 -773.2734999999972
-769.4 -770.6319999999973
-771.4 -772.918999999997
-773.4 -775.6724999999974
-772.4 -775.7804999999976
-773.4 -773.6664999999972
-770.4 -772.1539999999972
-770.4 -771.2089999999973
-771.4 -772.1169999999972
-772.4 -773.4924999999972
-772.4 -774.6784999999973
-772.4 -773.2579999999973
-773.4 -774.1144999999972
-768.4 -772.1774999999976
-772.4 -773.5774999999974
-770.4 -771.5539999999971
-772.4 -773.2249999999974
-774.4 -775.6559999999971
-770.4 -772.0614999999973
-774.4 -774.8614999999971
-773.4 -773.951999999997
-772.4 -774.7434999999973
-770.4 -774.3799999999975
-773.4 -775.4869999999974
-773.4 -775.3159999999972
-769.4 -770.1819999999972
-770.4 -772.7634999999976
-771.4 -776.1249999999978
-771.4 -774.1629999999974
-772.4 -775.4554999999974
-769.4 -772.0949999999975
-768.4 -771.2529999999973
-771.4 -774.1534999999974
-771.4 -774.1819999999975
-769.4 -770.3779999999971
