100.5 NA NA NA NA NA NA
296.53 NA NA NA NA NA NA
494.445 NA NA NA NA NA NA
686.7134831460675 726.7727272727273 NA NA NA NA NA
911.4067796610169 855.5243902439024 NA NA NA NA NA
1117.909090909091 1043.980198019802 NA NA NA NA NA
1321.887640449438 1238.8918918918919 NA NA NA NA NA
1519.159090909091 1429.4375 NA NA NA NA NA
1706.2395833333333 1627.1346153846155 NA NA NA NA NA
1902.4742268041236 1814.5339805825242 NA NA NA NA NA
2093.7368421052633 2009.0285714285715 NA NA NA NA NA
2288.235294117647 2203.122448979592 NA NA NA NA NA
2483.4175824175823 2402.8899082568805 NA NA NA NA NA
2678.0333333333333 2593.6272727272726 NA NA NA NA NA
2891.872340425532 2791.556603773585 NA NA NA NA NA
2998.694736842105 3082.609523809524 NA NA NA NA NA
3203.127450980392 3279.6020408163267 NA NA NA NA NA
3392.3563218390805 3468.353982300885 NA NA NA NA NA
3596.647619047619 3665.8315789473686 NA NA NA NA NA
3865.2035398230087 3771.3333333333335 NA NA NA NA NA
4057.2566371681414 3967.896551724138 NA NA NA NA NA
4251.815789473684 4162.383720930233 NA NA NA NA NA
4441.673913043478 4374.574074074074 NA NA NA NA NA
4556.139240506329 4637.512396694215 NA NA NA NA NA
4744.827160493827 4841.226890756303 NA NA NA NA NA
4949.322916666667 5039.701923076923 NA NA NA NA NA
5159.102803738318 5246.8279569892475 NA NA NA NA NA
5360.5504587155965 5438.318681318681 NA NA NA NA NA
5546.795454545455 5620.866071428572 NA NA NA NA NA
5737.388349514563 5834.731958762886 NA NA NA NA NA
5930.60396039604 6023.686868686868 NA NA NA NA NA
6121.663461538462 6219.78125 NA NA NA NA NA
6313.884615384615 6417.15625 NA NA NA NA NA
6520.491379310345 6603.928571428572 NA NA NA NA NA
6702.351851851852 6806.195652173913 NA NA NA NA NA
6889.192307692308 6999.625 NA NA NA NA NA
7084.532710280374 7191.5161290322585 NA NA NA NA NA
7275.47572815534 7380.3917525773195 NA NA NA NA NA
7480.598290598291 7602.325301204819 NA NA NA NA NA
7668.095652173913 7799.929411764706 NA NA NA NA NA
7857.723214285715 7994.272727272727 NA NA NA NA NA
8043.698113207547 8184.521276595745 NA NA NA NA NA
8231.990099009901 8377.666666666666 NA NA NA NA NA
8427.819047619048 8574.326315789474 NA NA NA NA NA
8622.29906542056 8766.79569892473 NA NA NA NA NA
8814.24074074074 8963.847826086956 NA NA NA NA NA
9004.380952380952 9170.21052631579 NA NA NA NA NA
9191.598039215687 9367.326530612245 NA NA NA NA NA
9400.207207207208 9557.685393258427 NA NA NA NA NA
9597.534482758621 9751.892857142857 NA NA NA NA NA
9779.58878504673 9944.989247311827 NA NA NA NA NA
9982.28205128205 10142.036144578313 NA NA NA NA NA
10175.760683760684 10332.144578313253 NA NA NA NA NA
10362.601769911504 10530.540229885057 NA NA NA NA NA
10573.032 10718.906666666666 NA NA NA NA NA
10767.666666666666 10914.567567567568 NA NA NA NA NA
10952.516666666666 11106.475 NA NA NA NA NA
11160.374045801527 11293.144927536232 NA NA NA NA NA
11342.71544715447 11493.714285714286 NA NA NA NA NA
11538.064516129032 11682.447368421053 NA NA NA NA NA
11778.845528455284 11918.311688311689 NA NA NA NA NA
11986.744525547445 12113.079365079366 NA NA NA NA NA
12180.123188405798 12308.338709677419 NA NA NA NA NA
12358.95 12496.85 NA NA NA NA NA
12571.049295774648 12688.0 12732.29411764706 NA NA NA NA
12769.59090909091 12910.0 12821.852459016394 NA NA NA NA
12968.714285714286 13087.25 12981.90909090909 NA NA NA NA
NA NA 13230.701030927836 13305.333333333334 NA NA NA
NA NA 13465.351851851852 13417.945205479453 NA NA NA
NA NA 13684.409836065573 13599.841726618704 NA NA NA
NA NA 13875.115942028986 13787.480916030534 NA NA NA
NA NA 14067.307692307691 13980.737704918032 NA NA NA
NA NA 14257.788235294118 14168.730434782608 NA NA NA
NA NA 14346.975 14435.625 NA NA NA
NA NA 14646.74074074074 14561.605042016807 NA NA NA
NA NA 14836.475609756097 14754.593220338984 NA NA NA
NA NA 15026.505263157895 14942.67619047619 NA NA NA
NA NA 15214.115384615385 15149.295081967213 NA NA NA
NA NA 15414.77922077922 15336.528455284553 NA NA NA
NA NA 15607.527777777777 15543.265625 NA NA NA
NA NA 15799.531645569621 15731.677685950413 NA NA NA
NA NA 15906.590361445784 15989.435897435897 NA NA NA
NA NA 16100.119047619048 16204.775862068966 NA NA NA
NA NA 16327.987012987012 16391.658536585364 NA NA NA
NA NA 16513.61971830986 16589.837209302324 NA NA NA
NA NA 16711.344444444443 16790.463636363635 NA NA NA
NA NA 16900.733333333334 16984.745454545453 NA NA NA
NA NA 17095.14285714286 17187.754901960783 NA NA NA
NA NA 17381.46153846154 17306.146788990827 NA NA NA
NA NA 17576.574257425742 17494.58585858586 NA NA NA
NA NA 17765.386666666665 17705.68 NA NA NA
NA NA 17950.576923076922 17909.45945945946 NA NA NA
NA NA 18159.197183098593 18090.333333333332 NA NA NA
NA NA 18356.727272727272 18283.29268292683 NA NA NA
NA NA 18552.817073170732 18489.322033898305 NA NA NA
NA NA 18771.57894736842 18691.685483870966 NA NA NA
NA NA 18963.944444444445 18877.30172413793 18965.75 NA NA
NA NA 19132.263157894737 19054.406593406595 19156.144444444446 NA NA
NA NA 19313.76 19242.831325301206 19351.303030303032 NA NA
NA NA 19502.84 19431.71875 19516.45348837209 NA NA
NA NA 19679.305084745763 19626.074626865673 19729.932432432433 NA NA
NA NA 19871.290322580644 19814.51388888889 19942.21212121212 NA NA
NA NA 20065.031746031746 20005.028169014084 20128.02985074627 NA NA
NA NA 20262.5 20188.579710144928 20320.02985074627 NA NA
NA NA 20450.47619047619 20385.36 20511.967213114753 NA NA
NA NA 20660.571428571428 20587.02298850575 20701.943661971833 NA NA
NA NA 20858.333333333332 20783.208333333332 20889.015384615384 NA NA
NA NA 21053.56 20966.57608695652 21077.275862068964 NA NA
NA NA 21249.15254237288 21151.63953488372 21274.50909090909 NA NA
NA NA 21433.070175438595 21339.764705882353 21463.96551724138 NA NA
NA NA 21630.0 21515.342465753423 21664.589285714286 21602.066666666666 NA
NA NA 21791.30769230769 21763.462962962964 21822.836363636365 21862.51282051282 NA
NA NA 21968.52 21960.844827586207 21991.21153846154 22060.875 NA
NA NA 22164.0 22150.56862745098 22179.26785714286 22248.113636363636 NA
NA NA 22341.104166666668 22337.490566037737 22366.51923076923 22431.042553191488 NA
NA NA 22534.68085106383 22521.22807017544 22553.075471698114 22640.39534883721 NA
NA NA 22720.444444444445 22728.571428571428 22745.79591836735 22861.555555555555 NA
NA NA 22956.760869565216 22910.816901408452 22934.043478260868 23044.21052631579 NA
NA NA 23140.25581395349 23098.469696969696 23118.212765957447 23223.772727272728 NA
NA NA 23268.088888888888 23325.265625 23302.755555555555 23418.466666666667 NA
NA NA 23452.891304347828 23583.064516129034 23450.125 23551.555555555555 NA
NA NA 23637.239130434784 23763.55737704918 23633.06976744186 23751.86274509804 NA
NA NA 23822.40425531915 23951.155172413793 23835.666666666668 23932.791666666668 NA
NA NA 24011.79591836735 24092.254901960783 24034.37037037037 24173.521739130436 NA
NA NA 24226.94 24282.023255813954 24246.171875 24397.25581395349 NA
NA NA 24413.843137254902 24463.675 24423.91935483871 24584.27659574468 NA
NA NA 24634.808510638297 24660.5625 24608.20338983051 24778.340425531915 NA
NA NA NA 24792.39393939394 24885.235294117647 24893.78787878788 NA
NA NA NA 24991.712328767124 25065.06349206349 25090.285714285714 NA
NA NA NA 25294.328767123287 25207.39393939394 25215.283333333333 NA
NA NA NA 25480.153846153848 25489.714285714286 25415.258620689656 NA
NA NA NA 25671.776315789473 25671.879310344826 25614.953846153847 NA
NA NA NA 25866.027777777777 25867.014925373136 25799.583333333332 NA
NA NA NA 26049.2 26058.774647887323 25988.84126984127 NA
NA NA NA 26251.936708860758 26248.345454545455 26176.469696969696 NA
NA NA NA 26500.174603174604 26450.11267605634 26366.69230769231 NA
NA NA NA 26694.58064516129 26634.27027027027 26557.33846153846 NA
NA NA NA NA 26874.58095238095 26768.63157894737 NA
NA NA NA NA 27068.303921568626 26962.244897959183 NA
NA NA NA NA 27261.59405940594 27154.161616161615 NA
NA NA NA NA 27452.5 27344.15625 NA
NA NA NA NA 27639.48214285714 27532.875 NA
NA NA NA NA 27864.925925925927 27725.521739130436 NA
NA NA NA NA 28055.946428571428 27914.636363636364 NA
NA NA NA NA 28248.827272727274 28108.87777777778 NA
NA NA NA NA 28451.99 28308.96 NA
NA NA NA NA 28644.323232323233 28502.20792079208 NA
NA NA NA NA 28832.91089108911 28694.9797979798 NA
NA NA NA NA 29024.89423076923 28882.854166666668 NA
NA NA NA NA 29211.103448275862 29104.404761904763 NA
NA NA NA NA 29414.56779661017 29292.865853658535 NA
NA NA NA NA 29599.672413793105 29541.47619047619 NA
NA NA NA NA 29729.038834951458 29818.80412371134 NA
NA NA NA NA 29937.46923076923 30023.314285714285 NA
NA NA NA NA 30127.879699248122 30222.55223880597 NA
NA NA NA NA NA 30362.26875 30405.925
NA NA NA NA NA 30536.8125 30589.384615384617
NA NA NA NA NA 30713.29 30800.41
NA NA NA NA NA 30906.26530612245 30997.58823529412
NA NA NA NA NA 31100.03 31189.81
NA NA NA NA NA 31293.195652173912 31382.972222222223
NA NA NA NA NA 31494.733333333334 31576.884210526317
NA NA NA NA NA 31680.588888888888 31772.936363636363
NA NA NA NA NA 31872.315217391304 31979.25
NA NA NA NA NA 32067.782608695652 32168.444444444445
NA NA NA NA NA 32273.66346153846 32358.15625
NA NA NA NA NA 32460.509433962263 32563.36170212766
NA NA NA NA NA 32649.83653846154 32756.28125
NA NA NA NA NA 32857.59259259259 32941.97478991596
NA NA NA NA NA 33051.543209876545 33148.378151260506
NA NA NA NA NA 33249.760416666664 33351.17307692308
NA NA NA NA NA 33440.36956521739 33544.76851851852
NA NA NA NA NA 33633.947916666664 33745.278846153844
NA NA NA NA NA 33825.958333333336 33942.355769230766
